customerID,gender,SeniorCitizen,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,MonthlyCharges,TotalCharges,Churn
4826-XTSOH,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,86.05,86.05,Yes
1212-GLHMD,Male,0,3,Month-to-month,Mailed check,Fiber optic,No,Yes,86.05,244.85,No
2038-OEQZH,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,86.05,308.1,No
1342-JPNKI,Male,0,10,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,86.05,834.1,Yes
4844-JJWUY,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,86.0,86.0,Yes
6474-FVJLC,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,86.0,165.45,Yes
4952-YSOGZ,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,85.95,381.3,Yes
8132-YPVBX,Female,0,6,Month-to-month,Mailed check,Fiber optic,No,No,85.95,514.6,No
8734-DKSTZ,Female,0,10,Month-to-month,Electronic check,Fiber optic,No,No,85.95,858.6,No
0220-EBGCE,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,85.85,167.3,Yes
3049-NDXFL,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,85.8,85.8,Yes
0378-TOVMS,Female,0,3,Month-to-month,Electronic check,Fiber optic,Yes,No,85.8,272.2,Yes
4439-JMPMT,Female,0,5,Month-to-month,Electronic check,Fiber optic,Yes,No,85.75,470.95,Yes
5192-EBGOV,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,85.7,85.7,Yes
1143-NMNQJ,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,85.7,169.8,Yes
3916-NRPAP,Male,0,3,Month-to-month,Credit card (automatic),Fiber optic,No,No,85.7,256.75,No
0259-GBZSH,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,85.65,181.5,Yes
7488-MXJIV,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,85.65,321.65,Yes
0697-ZMSWS,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,85.65,338.9,Yes
7994-UYIVZ,Male,0,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,85.65,659.45,No
7249-WBIYX,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,85.6,813.85,Yes
0235-KGSLC,Female,0,1,Month-to-month,Credit card (automatic),Fiber optic,No,No,85.55,85.55,Yes
5277-ZLOOR,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,85.55,187.45,Yes
4395-PZMSN,Male,1,5,Month-to-month,Electronic check,Fiber optic,No,No,85.55,408.5,No
3247-ZVOUO,Male,1,10,Month-to-month,Electronic check,Fiber optic,No,No,85.55,851.75,Yes
2215-ZAFGX,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,85.5,791.7,No
9124-LHCJQ,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,85.45,85.45,Yes
5597-GLBUC,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,85.45,85.45,Yes
6432-TWQLB,Male,0,5,Month-to-month,Electronic check,Fiber optic,Yes,No,85.4,401.1,Yes
0876-WDUUZ,Female,0,5,Month-to-month,Credit card (automatic),Fiber optic,Yes,No,85.4,425.9,Yes
3138-BKYAV,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,85.35,489.45,Yes
2691-NZETQ,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,85.35,758.6,Yes
5569-KGJHX,Female,0,9,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,85.35,754.65,Yes
8593-WHYHV,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,85.3,264.8,Yes
2952-QAYZF,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,85.3,424.15,Yes
2135-DQWAQ,Female,0,5,Month-to-month,Mailed check,Fiber optic,No,No,85.3,420.45,No
2959-FENLU,Female,0,9,Month-to-month,Credit card (automatic),Fiber optic,No,No,85.3,781.4,No
0195-IESCP,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,85.25,855.3,Yes
4548-SDBKE,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,85.2,474.8,Yes
3834-XUIFC,Male,0,7,Month-to-month,Mailed check,Fiber optic,No,No,85.2,602.55,Yes
3106-ULWFW,Female,0,8,Month-to-month,Credit card (automatic),Fiber optic,No,No,85.2,627.4,Yes
1200-TUZHR,Female,1,8,Month-to-month,Electronic check,Fiber optic,No,No,85.2,695.75,No
4369-HTUIF,Male,1,6,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,85.15,503.6,Yes
1069-XAIEM,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,85.05,85.05,Yes
2642-DTVCO,Male,1,9,Month-to-month,Electronic check,Fiber optic,No,No,85.05,746.5,Yes
9282-IZGQK,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,85.0,85.0,Yes
1628-BIZYP,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,85.0,85.0,No
6230-BSUXY,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,85.0,85.0,Yes
8837-VVWLQ,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,Yes,84.95,668.4,Yes
8382-SHQEH,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,No,84.9,764.95,Yes
2202-CUYXZ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,84.85,84.85,Yes
6060-DRTNL,Female,1,5,Month-to-month,Mailed check,Fiber optic,No,No,84.85,415.55,Yes
2379-ENZGV,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,84.85,523.5,Yes
6877-TJMBR,Male,0,1,Month-to-month,Electronic check,Fiber optic,Yes,No,84.8,84.8,Yes
0219-YTZUE,Male,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,84.8,371.9,Yes
2205-YMZZJ,Male,1,7,Month-to-month,Electronic check,Fiber optic,No,No,84.8,546.95,Yes
0315-LVCRK,Male,0,11,Month-to-month,Electronic check,Fiber optic,No,No,84.8,888.75,No
4706-AXVKM,Female,1,11,Month-to-month,Credit card (automatic),Fiber optic,No,No,84.8,906.85,Yes
3198-VELRD,Female,0,3,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,84.75,264.85,Yes
8242-SOQUO,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,No,84.7,392.5,No
1624-WOIWJ,Female,0,10,Month-to-month,Mailed check,Fiber optic,No,Yes,84.7,832.05,Yes
7503-ZGUZJ,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,84.65,84.65,Yes
8937-RDTHP,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,Yes,84.6,84.6,Yes
4912-PIGUY,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,84.6,84.6,No
4750-ZRXIU,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,84.6,360.1,Yes
0875-CABNR,Female,1,10,Month-to-month,Credit card (automatic),Fiber optic,No,No,84.6,865.55,Yes
8972-HJWNV,Female,1,7,Month-to-month,Electronic check,Fiber optic,No,No,84.55,646.85,Yes
7120-RFMVS,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,84.5,84.5,Yes
4919-IKATY,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,Yes,84.5,453.75,Yes
9367-WXLCH,Male,0,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,84.5,662.65,Yes
8058-JMEQO,Female,1,9,Month-to-month,Electronic check,Fiber optic,No,No,84.45,762.5,Yes
7005-CCBKV,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,84.4,556.35,Yes
5357-TZHPP,Male,1,9,Month-to-month,Credit card (automatic),Fiber optic,No,No,84.4,732.5,Yes
0196-VULGZ,Female,1,6,Month-to-month,Electronic check,Fiber optic,No,No,84.35,474.9,Yes
2123-AGEEN,Female,1,7,Month-to-month,Electronic check,Fiber optic,No,No,84.35,609.65,No
2013-SGDXK,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,84.3,84.3,Yes
0225-ZORZP,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,84.3,235.05,No
5868-YWPDW,Male,1,6,Month-to-month,Electronic check,Fiber optic,No,No,84.2,519.15,Yes
2545-EBUPK,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,84.05,186.05,No
3489-HHPFY,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,84.05,134.05,No
1565-RHDJD,Female,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,84.05,333.55,Yes
8739-XNIKG,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,84.0,424.75,No
5383-MMTWC,Female,1,8,Month-to-month,Electronic check,Fiber optic,No,No,84.0,613.4,Yes
0013-EXCHZ,Female,1,3,Month-to-month,Mailed check,Fiber optic,Yes,No,83.9,267.4,Yes
3908-BLSYF,Female,0,6,Month-to-month,Electronic check,Fiber optic,No,No,83.9,497.55,Yes
9965-YOKZB,Male,1,9,Month-to-month,Electronic check,Fiber optic,No,No,83.85,790.15,Yes
6407-UTSLV,Female,1,2,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,83.8,163.7,No
0923-PNFUB,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,83.75,247.25,Yes
5685-IIXLY,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,83.6,404.2,Yes
8417-FMLZI,Male,0,6,Month-to-month,Credit card (automatic),Fiber optic,No,No,83.55,477.55,Yes
5949-XIKAE,Female,0,8,Month-to-month,Electronic check,Fiber optic,No,No,83.55,680.05,Yes
2792-LSHWX,Female,0,1,Month-to-month,Mailed check,Fiber optic,Yes,Yes,83.4,83.4,No
8931-GJJIQ,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,83.3,803.3,Yes
6630-UJZMY,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,83.25,308.05,No
6015-VVHHE,Female,1,5,Month-to-month,Credit card (automatic),Fiber optic,No,No,83.15,446.05,Yes
5701-YVSVF,Female,1,11,Month-to-month,Electronic check,Fiber optic,Yes,No,82.9,880.05,No
8714-CTZJW,Female,0,4,Month-to-month,Credit card (automatic),Fiber optic,No,No,82.85,319.6,No
3727-RJMEO,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,No,82.85,460.25,Yes
6435-SRWBJ,Female,0,5,Month-to-month,Electronic check,Fiber optic,Yes,No,82.75,417.75,No
0742-NXBGR,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,82.3,82.3,Yes
0641-EVBOJ,Male,0,3,Month-to-month,Mailed check,Fiber optic,Yes,Yes,82.3,214.4,No
7314-OXENN,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,82.0,184.65,Yes
2004-OCQXK,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,81.95,81.95,Yes
6772-KSATR,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,Yes,81.7,81.7,Yes
9050-IKDZA,Female,1,2,Month-to-month,Mailed check,Fiber optic,No,No,81.5,162.55,No
0334-GDDSO,Male,1,3,Month-to-month,Electronic check,Fiber optic,No,No,81.35,233.7,Yes
4143-OOBWZ,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,81.3,416.3,Yes
4646-QZXTF,Female,0,7,Month-to-month,Bank transfer (automatic),DSL,Yes,Yes,81.25,580.1,No
8808-ELEHO,Male,1,8,Month-to-month,Electronic check,Fiber optic,No,No,81.25,585.95,Yes
4299-SIMNS,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,Yes,81.15,784.45,No
4614-NUVZD,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,81.1,81.1,Yes
5445-UTODQ,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,81.1,576.65,Yes
2018-QKYGT,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,81.05,81.05,No
2612-RRIDN,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,81.0,340.85,Yes
4795-KTRTH,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,No,81.0,371.65,Yes
9095-HFAFX,Female,0,5,Month-to-month,Credit card (automatic),Fiber optic,No,No,81.0,389.6,Yes
4817-QRJSX,Female,0,10,Month-to-month,Credit card (automatic),Fiber optic,No,No,81.0,818.05,Yes
9878-TNQGW,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.95,171.15,Yes
5275-SQEIZ,Male,0,1,Month-to-month,Mailed check,Fiber optic,No,No,80.85,80.85,Yes
5729-KLZAR,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,80.85,302.75,Yes
6786-OBWQR,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,80.85,356.1,No
1704-NRWYE,Female,1,9,Month-to-month,Electronic check,Fiber optic,No,No,80.85,751.65,Yes
6457-USBER,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.8,80.8,Yes
2951-QOQTK,Male,0,4,Month-to-month,Credit card (automatic),Fiber optic,Yes,No,80.8,332.45,Yes
9957-YODKZ,Male,1,6,Month-to-month,Electronic check,Fiber optic,No,No,80.8,457.1,No
6000-APYLU,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,80.8,713.1,Yes
8183-ONMXC,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.75,159.45,Yes
3191-CSNMG,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,80.7,239.45,No
6458-CYIDZ,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,Yes,80.7,374.8,No
0940-OUQEC,Male,0,10,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.7,788.8,Yes
7760-OYPDY,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.65,144.15,Yes
7495-OOKFY,Female,1,8,Month-to-month,Credit card (automatic),Fiber optic,No,No,80.65,633.3,Yes
2868-SNELZ,Female,0,2,Month-to-month,Mailed check,Fiber optic,No,No,80.6,155.8,Yes
3671-SHRSP,Male,0,4,Month-to-month,Mailed check,Fiber optic,Yes,No,80.6,319.15,Yes
7563-BIUPC,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,80.6,415.55,Yes
7439-DKZTW,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.55,80.55,No
0318-QUUOB,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.55,80.55,Yes
2737-YNGYW,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.55,184.1,Yes
3130-ICDUP,Female,0,2,Month-to-month,Credit card (automatic),Fiber optic,No,Yes,80.55,188.1,No
0570-BFQHT,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,80.55,653.9,No
2867-UIMSS,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.5,80.5,Yes
6357-JJPQT,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,80.5,232.35,No
4636-QRJKY,Female,0,6,Month-to-month,Electronic check,Fiber optic,Yes,No,80.5,502.85,Yes
9840-DVNDC,Male,0,6,Month-to-month,Credit card (automatic),Fiber optic,No,No,80.5,463.05,Yes
6330-JKLPC,Male,0,11,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.5,896.9,Yes
6923-JHPMP,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,Yes,80.45,137.1,No
2397-BRLOM,Male,1,8,Month-to-month,Credit card (automatic),Fiber optic,No,No,80.45,583.45,Yes
4086-YQSNZ,Female,1,3,Month-to-month,Electronic check,Fiber optic,No,No,80.4,224.05,Yes
2789-HQBOU,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,80.35,253.8,No
2959-MJHIC,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,80.35,307.4,Yes
7903-CMPEY,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,Yes,80.3,80.3,Yes
9897-KXHCM,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,80.3,250.05,Yes
2674-MIAHT,Female,0,4,Month-to-month,Mailed check,Fiber optic,No,No,80.3,324.2,No
0947-IDHRQ,Female,0,7,Month-to-month,Mailed check,Fiber optic,No,No,80.3,526.7,Yes
5494-HECPR,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.25,80.25,Yes
9689-PTNPG,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.25,144.55,Yes
1251-STYSZ,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,Yes,80.25,303.7,No
4572-DVCGN,Female,0,10,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.25,846.0,Yes
0137-OCGAB,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,80.2,80.2,Yes
8086-OVPWV,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.2,181.1,Yes
4529-CKBCL,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,80.2,146.05,Yes
6918-UMQCG,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,80.2,384.25,No
6086-ESGRL,Female,0,1,Month-to-month,Credit card (automatic),Fiber optic,No,No,80.15,80.15,Yes
4741-WWJQZ,Female,0,2,Month-to-month,Electronic check,Fiber optic,Yes,Yes,80.15,194.55,No
0793-TWELN,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,Yes,80.15,319.85,No
7693-LCKZL,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,80.15,385.0,Yes
6204-IEUXJ,Female,0,3,Month-to-month,Credit card (automatic),Fiber optic,Yes,No,80.1,217.55,Yes
3904-UKFRE,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,Yes,80.1,336.15,No
9696-RMYBA,Male,0,5,Month-to-month,Mailed check,Fiber optic,No,No,80.1,398.55,No
4277-PVRAN,Female,0,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.1,679.3,Yes
8821-XNHVZ,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,80.05,80.05,Yes
4547-KQRTM,Female,0,10,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.05,830.7,Yes
1448-PWKYE,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,80.0,80.0,Yes
9643-AVVWI,Female,0,3,Month-to-month,Electronic check,Fiber optic,Yes,No,80.0,241.3,No
6941-PMGEP,Female,0,5,Month-to-month,Electronic check,Fiber optic,No,No,80.0,412.5,Yes
6496-JDSSB,Female,0,8,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,80.0,624.6,No
9300-RENDD,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.95,79.95,Yes
4234-XTNEA,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,79.95,174.45,No
1184-PJVDB,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,79.95,857.2,Yes
1285-OKIPP,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.9,79.9,Yes
6161-UUUTA,Male,1,3,Month-to-month,Electronic check,Fiber optic,No,No,79.9,260.9,Yes
4806-KEXQR,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,79.9,324.3,Yes
0495-ZBNGW,Male,1,5,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.9,343.95,Yes
0727-IWKVK,Male,0,9,Month-to-month,Electronic check,Fiber optic,No,No,79.9,741.7,Yes
5712-PTIWW,Male,0,2,Month-to-month,Electronic check,Fiber optic,Yes,No,79.85,152.45,Yes
7410-OIEDU,Male,0,10,Month-to-month,Mailed check,Fiber optic,No,Yes,79.85,887.35,No
9773-PEQBZ,Male,0,10,Month-to-month,Electronic check,Fiber optic,No,No,79.85,797.25,No
1981-INRFU,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,79.75,164.5,Yes
9317-WZPGV,Female,1,2,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.75,159.4,Yes
7363-QTBIW,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,79.75,769.1,No
0495-RVCBF,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.7,79.7,Yes
8642-GVWRF,Female,0,2,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.7,165.0,Yes
6229-LSCKB,Male,1,6,Month-to-month,Electronic check,Fiber optic,No,No,79.7,497.6,No
6437-UKHMV,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,79.7,586.05,Yes
8058-INTPH,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.65,79.65,Yes
8943-URTMR,Female,0,2,Month-to-month,Mailed check,Fiber optic,No,No,79.65,152.7,Yes
4290-BSXUX,Male,0,3,Month-to-month,Bank transfer (automatic),Fiber optic,Yes,No,79.65,251.75,Yes
8128-YVJRG,Female,0,7,Month-to-month,Mailed check,Fiber optic,No,Yes,79.65,604.7,Yes
7594-RQHXR,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.6,79.6,Yes
5393-RXQSZ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.6,79.6,Yes
4713-LZDRV,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,79.6,195.05,Yes
1761-AEZZR,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.55,79.55,Yes
9019-QVLZD,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.55,79.55,Yes
6618-RYATB,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,79.55,79.55,Yes
3420-YJLQT,Female,0,2,Month-to-month,Electronic check,Fiber optic,No,No,79.55,151.75,No
2688-BHGOG,Male,1,9,Month-to-month,Electronic check,Fiber optic,No,No,79.55,718.55,No
0872-NXJYS,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,79.55,723.4,Yes
2514-GINMM,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.5,79.5,Yes
6416-YJTTB,Male,0,11,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,79.5,795.65,No
5442-XSDCW,Male,0,11,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.5,868.5,Yes
3422-GALYP,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,79.45,145.15,No
7074-IEVOJ,Female,1,3,Month-to-month,Electronic check,Fiber optic,No,No,79.4,205.05,Yes
1678-FYZOW,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,No,79.4,244.65,Yes
5919-TMRGD,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.35,79.35,Yes
9507-EXLTT,Female,0,1,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.35,79.35,Yes
4910-AQFFX,Male,0,9,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,79.35,661.25,Yes
2026-TGDHM,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,79.3,523.15,Yes
2868-MZAGQ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.25,79.25,Yes
6110-OHIHY,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,79.25,267.6,Yes
8225-BTJAU,Male,1,10,Month-to-month,Electronic check,Fiber optic,No,No,79.25,793.55,Yes
6567-HOOPW,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,79.2,79.2,Yes
5561-NWEVX,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,79.2,172.85,Yes
2254-DLXRI,Female,0,1,Month-to-month,Mailed check,Fiber optic,No,No,79.15,79.15,No
7493-TPUWZ,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.15,79.15,Yes
4210-QFJMF,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,79.15,317.25,Yes
5271-DBYSJ,Male,1,11,Month-to-month,Credit card (automatic),Fiber optic,No,No,79.15,827.7,No
8580-AECUZ,Male,1,1,Month-to-month,Electronic check,Fiber optic,No,No,79.1,79.1,Yes
4587-NUKOX,Female,0,3,Month-to-month,Electronic check,Fiber optic,No,Yes,79.1,246.5,Yes
5960-WPXQM,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,79.05,79.05,Yes
6400-BWQKW,Female,0,6,Month-to-month,Electronic check,Fiber optic,No,Yes,79.05,434.5,Yes
7198-GLXTC,Male,0,2,Month-to-month,Electronic check,Fiber optic,No,No,79.0,143.65,Yes
8752-STIVR,Female,0,4,Month-to-month,Electronic check,Fiber optic,No,No,79.0,303.15,Yes
7638-QVMVY,Female,0,7,Month-to-month,Electronic check,Fiber optic,No,No,79.0,522.95,Yes
3088-LHEFH,Female,0,11,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,79.0,929.3,No
8740-CRYFY,Male,0,1,Month-to-month,Electronic check,Fiber optic,No,No,78.95,78.95,Yes
6689-TCZHQ,Female,1,5,Month-to-month,Electronic check,Fiber optic,No,No,78.95,378.4,Yes
5760-FXFVO,Male,0,6,Month-to-month,Electronic check,Fiber optic,No,Yes,78.95,494.95,No
3855-ONCAR,Female,0,4,Month-to-month,Mailed check,Fiber optic,No,No,78.9,299.75,No
9231-ZJYAM,Female,1,4,Month-to-month,Electronic check,Fiber optic,No,No,78.85,292.8,Yes
6372-RFVNS,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,78.8,78.8,Yes
1569-TTNYJ,Male,0,5,Month-to-month,Electronic check,Fiber optic,No,No,78.75,412.1,Yes
6175-IRFIT,Male,0,5,Month-to-month,Mailed check,Fiber optic,No,No,78.75,426.35,No
8945-GRKHX,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,78.65,78.65,Yes
1356-MKYSK,Male,0,6,Month-to-month,Credit card (automatic),DSL,Yes,Yes,78.65,483.3,No
1304-NECVQ,Female,1,2,Month-to-month,Electronic check,Fiber optic,No,No,78.55,149.55,Yes
4059-IIEBK,Female,0,7,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,78.55,522.95,No
9837-BMCLM,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,78.5,242.05,Yes
2272-UOINI,Female,0,7,Month-to-month,Electronic check,DSL,Yes,Yes,78.5,571.05,No
5288-AHOUP,Male,1,11,Month-to-month,Electronic check,Fiber optic,No,No,78.5,874.2,No
9885-CSMWE,Female,1,1,Month-to-month,Electronic check,Fiber optic,No,No,78.45,78.45,Yes
3249-ZPQRG,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,78.45,330.05,Yes
5606-AMZBO,Female,0,10,Month-to-month,Credit card (automatic),Fiber optic,No,Yes,78.15,765.15,No
7072-MBHEV,Female,1,11,Month-to-month,Credit card (automatic),Fiber optic,No,No,78.1,864.85,No
2777-PHDEI,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,78.05,78.05,Yes
8981-FJGLA,Male,0,11,Month-to-month,Mailed check,Fiber optic,No,No,78.0,851.8,No
7786-WBJYI,Female,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,77.95,305.55,Yes
6376-GAHQE,Male,0,4,Month-to-month,Electronic check,Fiber optic,No,No,77.85,299.2,Yes
2754-XBHTB,Female,0,9,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,77.65,714.15,Yes
8543-MSDMF,Male,0,3,Month-to-month,Electronic check,DSL,No,Yes,77.4,206.15,No
2609-IAICY,Female,0,1,Month-to-month,Electronic check,Fiber optic,No,No,77.15,77.15,Yes
8258-GSTJK,Male,1,3,Month-to-month,Electronic check,Fiber optic,No,No,77.0,237.75,Yes
5835-BEQEU,Male,0,3,Month-to-month,Electronic check,Fiber optic,No,No,76.95,228.4,Yes
1219-NNDDO,Female,0,9,Month-to-month,Electronic check,Fiber optic,No,No,76.85,663.55,No
2919-HBCJO,Female,0,4,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,76.65,333.6,Yes
